slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id
casearia-vittorio-de-soccio,Casearia Vittorio De Soccio,Benevento,Lácteos y quesos,formaggi vaccini caprini e ovini freschi e stagionati,"Via San Vito 113, 82100 Benevento BN","Impresa casearia attiva a Benevento specializzata nella produzione di formaggi e altri derivati del latte.",,+39082461188,,,,,https://www.google.com/maps/search/?api=1&query=Casearia%20Vittorio%20De%20Soccio%2C%20Via%20San%20Vito%20113%2C%2082100%20Benevento%20BN&query_place_id=ChIJQTQE364wOhMRlb70FwGyR9I,41.117687291055,14.760714301262,,parcial,no comprobado,,,920
european-pizza-group-benevento,European Pizza Group — Stabilimento di Benevento,Benevento,Pan y cereal,pizze surgelate Buitoni e Wagner,"Contrada Ponte Valentino, zona ASI, 82100 Benevento BN","Polo produttivo italiano di European Pizza Group che realizza pizze surgelate confezionate a Ponte Valentino.",,,,,,,https://www.google.com/maps/search/?api=1&query=European%20Pizza%20Group%20%E2%80%94%20Stabilimento%20di%20Benevento%2C%20Contrada%20Ponte%20Valentino%2C%20zona%20ASI%2C%2082100%20Benevento%20BN&query_place_id=ChIJXUcx-do6OhMRFnh_Of0C1ag,41.145344449411,14.847890227082,,parcial,no comprobado,,,1711
caseificio-miscano,Caseificio Miscano,Castelfranco in Miscano,Lácteos y quesos,"Caciocavallo di Castelfranco in Miscano, formaggi freschi","Contrada Seiarusso, 82022 Castelfranco in Miscano BN","Caseificio del Fortore che trasforma esclusivamente latte locale di piccoli allevamenti selezionati in caciocavallo e formaggi freschi.",,+390824960084,caseificiomiscano@virgilio.it,https://www.caciocavallodicastelfrancoinmiscano.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Miscano%2C%20Contrada%20Seiarusso%2C%2082022%20Castelfranco%20in%20Miscano%20BN&query_place_id=ChIJV0PB8jX0ORMRht0Git9PdAw,41.308036225518,15.067196198426,,verificado,no comprobado,,,1254
i-casari-del-taburno,I Casari del Taburno,Moiano,Lácteos y quesos,formaggi artigianali del Taburno,"Contrada Streppato, 82010 Moiano BN","Giovane caseificio di Moiano che produce e commercializza formaggi legati al territorio del Taburno.",,,,,,,https://www.google.com/maps/search/?api=1&query=I%20Casari%20del%20Taburno%2C%20Contrada%20Streppato%2C%2082010%20Moiano%20BN&query_place_id=ChIJ8TTHcSJPOhMRhET8qL6mdZU,41.090411244048,14.557768758659,,parcial,no comprobado,,,2074
merilat,Merilat,Moiano,Lácteos y quesos,formaggi e derivati del latte,"Via Ponte Nuovo, 82010 Moiano BN","Azienda casearia attiva a Moiano nella produzione di formaggi e derivati del latte con vendita alimentare diretta.",,+390823711667,,,,,https://www.google.com/maps/search/?api=1&query=Merilat%2C%20Via%20Ponte%20Nuovo%2C%2082010%20Moiano%20BN&query_place_id=ChIJMbFZeLxOOhMRqcdERgTdXtQ,41.077577010597,14.542215633881,,parcial,no comprobado,,,2602
caseificio-caselle,Caseificio Caselle,Pietraroja,Lácteos y quesos,"caciotta di Pietraroja, mozzarella, stracciata con panna, caciocchiato","Contrada Cerquelle, 82030 Pietraroja BN","Caseificio familiare fondato nel 1997 che trasforma latte in formaggi freschi e stagionati e gestisce punti vendita a Pietraroja e Cusano Mutri.","lun-sáb 08:00-13:00 y 16:00-20:00; dom 08:00-13:00",+390824818432,caseificio.caselle@virgilio.it,,https://www.facebook.com/CaseificioCaselle/,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Caselle%2C%20Contrada%20Cerquelle%2C%2082030%20Pietraroja%20BN&query_place_id=ChIJF7UHrqNpOhMRQ3KBtEnZ5JM,41.331097420955,14.54744370652,,parcial,no comprobado,,,1009
sanniolat,Sanniolat,Pontelandolfo,Lácteos y quesos,"fior di latte, bocconcini, nodini, ricotta, caciotta, pecorino","Contrada Pianelle, zona industriale, 82027 Pontelandolfo BN","Caseificio sannita attivo dal 1997 che trasforma latte vaccino e ovino locale in formaggi freschi e stagionati.",,+393296389515,,https://www.sanniolat.com/,,,https://www.google.com/maps/search/?api=1&query=Sanniolat%2C%20Contrada%20Pianelle%2C%20zona%20industriale%2C%2082027%20Pontelandolfo%20BN&query_place_id=ChIJn402s9k_OhMRxNjYZ9AqWD0,41.289747921924,14.711173284164,,verificado,no comprobado,,,3080
gcm-latticini-orchidea,G.C.M. — Latticini Orchidea,Puglianello,Lácteos y quesos,fior di latte per pizza,"Via Barrata 2, 82030 Puglianello BN","Gruppo caseario della famiglia Maiello che produce Fior di Latte per pizza con il marchio Latticini Orchidea e lo esporta in oltre trenta paesi.",,,,https://www.latticiniorchidea.it/,,,https://www.google.com/maps/search/?api=1&query=G.C.M.%20%E2%80%94%20Latticini%20Orchidea%2C%20Via%20Barrata%202%2C%2082030%20Puglianello%20BN&query_place_id=ChIJp_1WGVlbOhMR2BhrrvIQZPU,41.224359678623,14.460963656766,,parcial,no comprobado,,,1977
gerilos,GE.RI.LO.S.,San Bartolomeo in Galdo,Lácteos y quesos,formaggi e derivati del latte,"Contrada Vallocchione, 82028 San Bartolomeo in Galdo BN","Stabilimento caseario attivo a San Bartolomeo in Galdo nella produzione di formaggi e derivati del latte.",,,,,,,https://www.google.com/maps/search/?api=1&query=GE.RI.LO.S.%2C%20Contrada%20Vallocchione%2C%2082028%20San%20Bartolomeo%20in%20Galdo%20BN&query_place_id=ChIJ0zVbEAADOhMRAp8iEo3QKeQ,41.432668925345,15.000851456067,,parcial,no comprobado,,,1999
iaquilat,Iaquilat,San Salvatore Telesino,Lácteos y quesos,"Grottone, caciocavalli, caciotte, ricotta, formaggi a pasta filata","Contrada San Vincenzo, 82030 San Salvatore Telesino BN","Caseificio familiare fondato nel 1935 che lavora latte della filiera sannita in un'ampia gamma di formaggi.",,+390824947017,info@iaquilat.it,https://www.iaquilat.it/,,,https://www.google.com/maps/search/?api=1&query=Iaquilat%2C%20Contrada%20San%20Vincenzo%2C%2082030%20San%20Salvatore%20Telesino%20BN&query_place_id=ChIJkRli9q9EOhMRDjUOWb_1KbM,41.233717077475,14.48778553125,,verificado,no comprobado,,,2087
